Id,Neighbourhood,Neighbourhood  Group,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum Nights,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Location
10294,Areeiro,Lisboa,38.742880,-9.136060,Entire rental unit,Entire home/apt,2,1,1,1,45,4,3,5,5,5,5
10295,Areeiro,Lisboa,38.742720,-9.138150,Entire rental unit,Entire home/apt,2,1,1,1,45,4,10,4.9,5,5,4.9
10296,Areeiro,Lisboa,38.739940,-9.124260,Private room in rental unit,Private room,2,3,1,2,43,3,2,4.5,5,4,5
10297,Areeiro,Lisboa,38.741810,-9.124540,Private room in rental unit,Private room,2,3,1,2,43,3,3,4.33,4.33,4.33,4.67
10298,Areeiro,Lisboa,38.741750,-9.122860,Private room in rental unit,Private room,2,3,1,1,43,3,1,3,4,3,5
10299,Santa Maria Maior,Lisboa,38.712750,-9.137580,Entire rental unit,Entire home/apt,4,2,2,4,120,4,13,4.85,4.92,4.85,4.92
10300,Arroios,Lisboa,38.736470,-9.133590,Entire rental unit,Entire home/apt,9,2,4,6,138,2,5,5,4.8,4.8,4.6
10301,Arroios,Lisboa,38.723680,-9.135700,Entire rental unit,Entire home/apt,5,1,2,3,62,3,44,4.98,4.91,4.93,4.89
10302,Belm,Lisboa,38.698830,-9.204220,Private room in guest suite,Private room,2,1,1,1,105,2,3,4.67,5,4.67,5
10303,Estrela,Lisboa,38.713890,-9.154160,Entire rental unit,Entire home/apt,2,1,0,1,64,3,111,4.8,4.82,4.87,4.72
10304,Belm,Lisboa,38.698830,-9.204220,Private room in guest suite,Private room,2,1,1,1,100,2,1,5,5,5,5
10305,Santa Clara,Lisboa,38.777510,-9.159250,Private room in rental unit,Private room,2,1,1,2,19,1,29,4.83,4.97,5,4.9
10306,Santo Antnio,Lisboa,38.717200,-9.147150,Entire rental unit,Entire home/apt,6,1,2,3,88,1,52,4.44,4.58,4.48,4.69
10307,Santa Maria Maior,Lisboa,38.713040,-9.138430,Room in hotel,Hotel room,2,1,1,0,105,1,1,4,5,5,5
10308,Alvalade,Lisboa,38.747910,-9.146200,Entire rental unit,Entire home/apt,4,1,2,3,50,2,25,4.64,4.84,4.84,4.76
10309,Santa Maria Maior,Lisboa,38.713540,-9.134870,Entire rental unit,Entire home/apt,2,1,1,1,50,3,32,4.78,4.97,4.81,4.81
10310,Odivelas,Odivelas,38.795720,-9.173650,Entire rental unit,Entire home/apt,6,1,3,3,109,3,13,4.92,4.92,4.92,4.85
10311,Santa Maria Maior,Lisboa,38.716540,-9.137080,Entire rental unit,Entire home/apt,6,1,2,5,70,3,139,4.83,4.88,4.84,4.86
10312,Ericeira,Mafra,38.951960,-9.410680,Entire rental unit,Entire home/apt,4,1,2,2,80,1,18,4.94,4.89,4.94,4.83
10313,Misericrdia,Lisboa,38.715230,-9.147610,Entire rental unit,Entire home/apt,6,1,2,4,58,3,38,4.24,4.58,4.53,4.66
10314,Avenidas Novas,Lisboa,38.733540,-9.145900,Room in boutique hotel,Private room,1,1,1,1,69,1,4,4.75,4.75,5,4.75
10315,Santa Maria Maior,Lisboa,38.711630,-9.138430,Entire rental unit,Entire home/apt,4,1,1,1,92,3,43,4.84,4.88,4.98,4.95
10316,Areeiro,Lisboa,38.740220,-9.131850,Entire rental unit,Entire home/apt,5,1,3,3,110,1,9,3.89,4.22,3.33,4.67
10317,Misericrdia,Lisboa,38.710090,-9.150730,Entire condominium (condo),Entire home/apt,2,1,1,1,75,3,29,4.59,4.69,4.52,4.83
10318,Misericrdia,Lisboa,38.714370,-9.144290,Entire rental unit,Entire home/apt,2,1,1,1,70,2,13,4.54,4.69,4.31,4.85
10319,Ericeira,Mafra,38.966460,-9.417860,Entire residential home,Entire home/apt,6,2,2,4,80,3,13,4.77,4.85,4.85,4.85
10320,Arroios,Lisboa,38.734360,-9.139080,Entire rental unit,Entire home/apt,5,1,3,3,70,2,3,4.33,4.33,4,4.67
10321,Arroios,Lisboa,38.731970,-9.133510,Private room in rental unit,Private room,2,2,1,1,23,3,46,4.59,4.7,4.85,4.46
10322,Benfica,Lisboa,38.745300,-9.197870,Casa particular,Entire home/apt,2,1,1,1,80,2,14,4.79,4.93,4.93,4.79
10323,Areeiro,Lisboa,38.745130,-9.132440,Private room in condominium (condo),Private room,2,1,1,1,36,3,1,3,5,3,5
10324,Massam e Monte Abrao,Sintra,38.752910,-9.282520,Private room in rental unit,Private room,2,1,1,1,25,2,2,5,5,5,5
10325,Miragaia e Marteleira,Lourinh,39.236110,-9.265510,Entire residential home,Entire home/apt,3,1,1,2,65,3,5,5,5,5,4.8
10326,Misericrdia,Lisboa,38.711000,-9.145960,Entire rental unit,Entire home/apt,2,1,1,2,60,2,17,4.88,4.82,4.82,5
10327,Santa Maria Maior,Lisboa,38.712950,-9.128450,Entire rental unit,Entire home/apt,4,2,2,3,95,3,33,4.97,4.88,4.91,4.91
10328,Areeiro,Lisboa,38.744600,-9.134020,Private room in condominium (condo),Private room,1,2,1,1,26,3,2,4,4,3.5,4
10329,Moscavide e Portela,Loures,38.777480,-9.102180,Entire rental unit,Entire home/apt,6,1,3,5,35,2,7,4.71,5,5,4.14
10330,Areeiro,Lisboa,38.744350,-9.132660,Private room in condominium (condo),Private room,2,2,1,1,41,3,2,4,4.5,3,4.5
10331,Areeiro,Lisboa,38.744740,-9.132350,Private room in condominium (condo),Private room,2,2,1,1,41,3,1,3,5,4,4
10332,Ericeira,Mafra,38.984420,-9.417160,Private room in rental unit,Private room,2,1,1,1,59,2,19,4.84,4.79,5,4.89
10333,Arroios,Lisboa,38.722670,-9.138360,Entire rental unit,Entire home/apt,4,1,2,2,300,180,4,4.5,4.75,4.25,4.75
10334,Carcavelos e Parede,Cascais,38.698960,-9.369850,Private room in rental unit,Private room,2,1,1,1,25,1,1,5,5,5,5
10335,Cascais e Estoril,Cascais,38.702750,-9.432820,Private room in rental unit,Private room,1,1,1,1,40,3,7,3.71,4,3.57,3.71
10336,Penha de Frana,Lisboa,38.728430,-9.122380,Entire rental unit,Entire home/apt,4,1,1,2,67,2,13,4.77,4.85,5,4.69
10337,Santa Maria Maior,Lisboa,38.713470,-9.124090,Entire rental unit,Entire home/apt,6,1,2,3,48,2,48,3.96,4.15,4.04,4.73
10338,Carvoeira,Mafra,38.939890,-9.410720,Entire residential home,Entire home/apt,4,1,2,3,50,3,8,4.88,4.88,4.63,5
10339,Cascais e Estoril,Cascais,38.710860,-9.397830,Room in hostel,Hotel room,7,3,1,7,25,2,1,5,5,5,5
10340,Campo de Ourique,Lisboa,38.715570,-9.154640,Entire rental unit,Entire home/apt,2,1,1,2,64,4,15,4.67,4.8,4.87,4.73
10341,Reguengo Grande,Lourinh,39.295410,-9.228730,Private room in cottage,Private room,2,1,1,2,75,1,3,5,5,5,4.67
10342,Santo Antnio,Lisboa,38.720990,-9.143470,Entire rental unit,Entire home/apt,4,1,1,2,115,2,11,4.45,4.36,4.91,5
10343,Santo Antnio,Lisboa,38.720700,-9.143030,Entire rental unit,Entire home/apt,4,1,1,2,115,2,2,4.5,4,4.5,4
10344,Santo Antnio,Lisboa,38.719360,-9.144960,Entire rental unit,Entire home/apt,4,1,1,2,115,2,7,4.43,4.14,4.86,5
10345,Penha de Frana,Lisboa,38.731510,-9.128000,Private room in rental unit,Private room,2,1,1,2,20,2,26,4.58,4.81,4.54,4.62
10346,Santo Antnio,Lisboa,38.721210,-9.143430,Entire rental unit,Entire home/apt,4,1,1,1,115,2,7,4.29,5,3.86,5
10347,Santo Antnio,Lisboa,38.718960,-9.144470,Entire rental unit,Entire home/apt,6,2,2,3,128,2,3,5,5,4.67,5
10348,Santo Antnio,Lisboa,38.719470,-9.144900,Entire rental unit,Entire home/apt,6,2,2,3,128,2,4,4.5,4.25,5,5
10349,Santo Antnio,Lisboa,38.719250,-9.143090,Entire rental unit,Entire home/apt,4,1,1,2,115,2,10,4.1,4.9,5,5
10350,Misericrdia,Lisboa,38.714382,-9.144973,Entire rental unit,Entire home/apt,5,1,2,4,95,2,4,5,4.75,4.5,5
10351,Arroios,Lisboa,38.720930,-9.136060,Entire rental unit,Entire home/apt,5,1,3,5,60,3,3,5,5,4.5,5
10352,Belm,Lisboa,38.700600,-9.203500,Entire rental unit,Entire home/apt,2,1,1,2,40,1,35,4.77,4.91,4.97,4.89
10353,Santo Isidoro,Mafra,39.004300,-9.417770,Entire residential home,Entire home/apt,4,2,2,4,80,3,50,4.78,4.84,4.68,4.88
10354,Misericrdia,Lisboa,38.709370,-9.146880,Entire rental unit,Entire home/apt,3,1,2,2,52,2,16,4.94,5,4.94,5
10355,Reguengo Grande,Lourinh,39.295200,-9.228730,Entire cottage,Entire home/apt,6,1,3,6,103,1,9,4.75,4.63,4.88,4.25
10356,Estrela,Lisboa,38.705240,-9.168110,Entire rental unit,Entire home/apt,4,1,1,2,77,1,1,5,5,5,4
10357,Estrela,Lisboa,38.703270,-9.168140,Entire rental unit,Entire home/apt,4,1,1,2,59,1,6,4.5,4.67,4.67,4.83
10358,Reguengo Grande,Lourinh,39.296800,-9.228710,Private room in cottage,Private room,4,1,1,3,84,1,1,4,5,4,3
10359,Areeiro,Lisboa,38.744950,-9.137610,Private room in rental unit,Private room,2,1,1,1,20,1,3,5,5,5,5
10360,Olivais,Lisboa,38.766580,-9.128130,Camper/RV,Entire home/apt,4,0,0,2,94,5,2,5,5,5,5
10361,Santa Maria Maior,Lisboa,38.711500,-9.131530,Entire rental unit,Entire home/apt,2,1,0,1,30,2,62,4.84,4.82,4.74,4.98
10362,Cascais e Estoril,Cascais,38.706980,-9.410650,Entire rental unit,Entire home/apt,4,1,2,3,60,3,42,4.36,4.57,4.5,4.79
10363,Ajuda,Lisboa,38.704200,-9.201060,Entire rental unit,Entire home/apt,3,1,0,2,33,2,50,4.72,4.86,4.98,4.6
10364,Santo Isidoro,Mafra,38.982400,-9.385160,Entire residential home,Entire home/apt,8,2,3,6,140,2,4,5,5,5,5
10365,Benfica,Lisboa,38.741650,-9.200970,Private room in townhouse,Private room,2,2,1,1,32,1,18,4.89,4.89,4.83,4.33
10366,Santo Isidoro,Mafra,39.008650,-9.391930,Entire residential home,Entire home/apt,5,2,2,4,125,2,1,5,5,5,5
10367,Carcavelos e Parede,Cascais,38.688440,-9.358590,Private room in residential home,Private room,2,1,1,1,47,5,31,4.94,4.97,5,4.87
10368,Agualva e Mira-Sintra,Sintra,38.770460,-9.295970,Entire rental unit,Entire home/apt,6,1,2,5,74,1,8,4.88,5,5,4.75
10369,Belm,Lisboa,38.698900,-9.197640,Entire rental unit,Entire home/apt,3,1,1,1,60,5,1,5,5,5,5
10370,Penha de Frana,Lisboa,38.734670,-9.129920,Entire rental unit,Entire home/apt,6,1,3,4,90,3,6,5,5,5,5
10371,Agualva e Mira-Sintra,Sintra,38.772080,-9.300170,Entire rental unit,Entire home/apt,6,2,2,5,80,1,7,4.86,5,5,5
10372,So Vicente,Lisboa,38.718610,-9.131550,Entire rental unit,Entire home/apt,2,1,1,1,82,7,2,5,5,4.5,5
10373,Cascais e Estoril,Cascais,38.707530,-9.435860,Entire rental unit,Entire home/apt,6,2,2,4,95,2,6,4.5,4,4,4.33
10374,Cascais e Estoril,Cascais,38.701190,-9.426040,Entire residential home,Entire home/apt,8,2,3,4,220,3,30,4.87,4.77,4.8,4.8
10375,Ajuda,Lisboa,38.709170,-9.191840,Entire rental unit,Entire home/apt,2,1,1,1,75,3,1,5,5,5,4
10376,Penha de Frana,Lisboa,38.725640,-9.128640,Entire rental unit,Entire home/apt,4,1,2,2,70,2,15,4.93,4.87,4.73,4.47
10377,Alcntara,Lisboa,38.708490,-9.175460,Entire serviced apartment,Entire home/apt,4,1,1,1,66,4,8,4.63,4.75,4.75,4.75
10378,Campo de Ourique,Lisboa,38.718680,-9.160740,Entire rental unit,Entire home/apt,5,1,2,3,75,2,5,4.8,4.8,5,4.8
10379,Penha de Frana,Lisboa,38.725640,-9.130420,Entire rental unit,Entire home/apt,4,1,2,2,70,2,14,4.93,4.93,5,4.71
10380,Silveira,Torres Vedras,39.117870,-9.380140,Entire residential home,Entire home/apt,10,2,3,5,135,5,21,4.81,4.67,4.81,4.52
10381,Penha de Frana,Lisboa,38.724850,-9.117240,Entire rental unit,Entire home/apt,3,2,2,2,80,3,9,5,5,5,4.89
10382,Ericeira,Mafra,38.965610,-9.417350,Entire residential home,Entire home/apt,6,2,3,4,150,3,1,1,1,1,1
10383,Estrela,Lisboa,38.704000,-9.166420,Entire rental unit,Entire home/apt,2,1,1,1,36,2,34,4.41,4.53,4.5,4.56
10384,Estrela,Lisboa,38.703790,-9.164460,Entire residential home,Entire home/apt,5,1,1,2,64,2,1,5,5,5,5
10385,So Vicente,Lisboa,38.713380,-9.125300,Entire rental unit,Entire home/apt,2,1,1,1,59,1,13,4.54,4.62,4.54,4.92
10386,Santa Clara,Lisboa,38.777510,-9.158160,Private room in rental unit,Private room,2,1,1,2,19,1,35,4.86,4.91,4.97,4.6
10387,Estrela,Lisboa,38.709390,-9.161600,Private room in rental unit,Private room,1,1,1,1,18,4,22,5,5,5,4.86
10388,Cascais e Estoril,Cascais,38.695520,-9.422450,Entire rental unit,Entire home/apt,2,1,1,1,72,2,32,4.81,4.91,4.72,5
10389,Carvoeira,Mafra,38.947788,-9.410613,Private room in residential home,Private room,2,2,1,0,50,2,14,4.93,4.86,4.64,4.86
10390,Avenidas Novas,Lisboa,38.747450,-9.153660,Entire rental unit,Entire home/apt,4,1,1,1,55,2,39,4.79,4.95,4.74,4.79
10391,Santa Maria Maior,Lisboa,38.710510,-9.140650,Entire rental unit,Entire home/apt,6,2,3,4,243,2,40,4.9,5,4.95,5
10392,So Vicente,Lisboa,38.714230,-9.123560,Entire rental unit,Entire home/apt,2,1,1,1,82,2,6,3.5,4,3,4.83
10393,So Vicente,Lisboa,38.714760,-9.124270,Entire rental unit,Entire home/apt,4,1,1,2,71,2,8,4,4.86,4.71,5
10394,Parque das Naes,Lisboa,38.758030,-9.093510,Private room in condominium (condo),Private room,2,1,1,1,39,1,7,5,5,5,5
10395,Misericrdia,Lisboa,38.711080,-9.149510,Private room in rental unit,Private room,2,1,1,1,31,2,10,4.5,4.6,4.5,4.9
10396,Alcabideche,Cascais,38.720140,-9.385120,Entire rental unit,Entire home/apt,4,1,2,2,89,1,3,5,4.67,5,5
10397,Carvoeira,Mafra,38.938530,-9.411540,Entire residential home,Entire home/apt,4,1,2,3,55,3,24,4.5,4.67,4.58,4.5
10398,Misericrdia,Lisboa,38.707530,-9.148410,Entire rental unit,Entire home/apt,4,1,1,2,77,2,17,4.69,4.63,4.88,4.63
10399,Misericrdia,Lisboa,38.708910,-9.151300,Entire rental unit,Entire home/apt,3,1,1,3,70,1,104,4.65,4.79,4.74,4.79
10400,Penha de Frana,Lisboa,38.726040,-9.128690,Entire rental unit,Entire home/apt,4,1,2,0,24,2,2,2,1,2,1.5
10401,Estrela,Lisboa,38.709540,-9.161710,Entire rental unit,Entire home/apt,8,2,6,7,119,3,4,4,4.5,4.5,4.75
10402,Carcavelos e Parede,Cascais,38.686710,-9.349760,Entire rental unit,Entire home/apt,2,1,1,1,56,2,43,4.91,4.93,4.88,4.86
10403,Campo de Ourique,Lisboa,38.718360,-9.159880,Entire rental unit,Entire home/apt,4,1,1,1,55,4,21,4.52,4.57,4.48,4.52
10404,Carvoeira,Mafra,38.932950,-9.411090,Entire rental unit,Entire home/apt,6,1,2,4,57,21,5,4,3.8,4.4,4.4
10405,Penha de Frana,Lisboa,38.725450,-9.130270,Entire rental unit,Entire home/apt,4,1,1,2,58,3,73,4.85,4.88,4.92,4.7
10406,Estrela,Lisboa,38.703760,-9.165330,Entire rental unit,Entire home/apt,4,1,1,1,68,2,22,4.55,4.77,4.41,4.55
10407,Penha de Frana,Lisboa,38.725540,-9.129510,Entire rental unit,Entire home/apt,4,1,1,2,50,3,53,4.74,4.92,4.91,4.64
10408,Penha de Frana,Lisboa,38.723590,-9.129610,Entire rental unit,Entire home/apt,4,1,1,2,52,3,44,4.82,4.93,4.86,4.66
10409,Santa Maria Maior,Lisboa,38.711640,-9.128860,Entire rental unit,Entire home/apt,2,1,1,1,59,1,26,4.46,4.5,4.5,4.85
10410,Santa Maria Maior,Lisboa,38.711670,-9.128860,Entire rental unit,Entire home/apt,4,2,2,2,74,3,23,4.87,4.91,4.83,4.96
10411,Santo Antnio,Lisboa,38.724060,-9.144670,Entire rental unit,Entire home/apt,2,1,1,2,60,2,5,4.6,5,4.6,4.8
10412,So Vicente,Lisboa,38.720220,-9.130040,Entire rental unit,Entire home/apt,2,1,0,1,48,1,13,4.54,4.77,4.69,4.85
10413,So Vicente,Lisboa,38.720130,-9.130200,Entire rental unit,Entire home/apt,6,1,2,2,80,1,15,4.47,4.8,4.53,4.93
10414,Ajuda,Lisboa,38.704440,-9.198920,Entire rental unit,Entire home/apt,6,1,2,3,49,1,29,4.76,4.76,4.97,4.69
10415,Misericrdia,Lisboa,38.709010,-9.147130,Entire rental unit,Entire home/apt,2,1,1,2,68,1,50,4.88,4.88,4.94,4.96
10416,Misericrdia,Lisboa,38.711500,-9.143840,Entire rental unit,Entire home/apt,4,1,2,3,63,1,141,4.4,4.66,4.53,4.82
10417,Misericrdia,Lisboa,38.709410,-9.146880,Entire rental unit,Entire home/apt,2,1,1,1,65,1,74,4.89,4.92,4.93,4.92
10418,Misericrdia,Lisboa,38.708940,-9.147070,Entire rental unit,Entire home/apt,2,1,1,1,65,2,53,4.89,4.98,4.96,4.92
10419,Mafra,Mafra,38.976140,-9.358090,Entire cottage,Entire home/apt,8,1,4,5,225,5,3,5,5,5,4.67
10420,Lumiar,Lisboa,38.769260,-9.155250,Entire rental unit,Entire home/apt,3,1,1,2,79,2,6,4.5,4.67,4.83,4.67
10421,Misericrdia,Lisboa,38.712460,-9.146740,Entire rental unit,Entire home/apt,2,1,1,2,60,2,20,4.7,4.8,4.65,4.9
10422,Lumiar,Lisboa,38.767260,-9.156220,Private room in rental unit,Private room,2,1,1,2,45,3,4,2.75,2.5,2.5,2.5
10423,Misericrdia,Lisboa,38.711500,-9.143840,Entire rental unit,Entire home/apt,3,1,1,2,46,1,103,4.71,4.85,4.77,4.88
10424,Misericrdia,Lisboa,38.711500,-9.143840,Entire rental unit,Entire home/apt,3,1,1,2,49,1,94,4.61,4.77,4.65,4.89
10425,Alvalade,Lisboa,38.749400,-9.151590,Entire rental unit,Entire home/apt,3,0,0,1,104,3,2,5,5,5,5
10426,Carcavelos e Parede,Cascais,38.689160,-9.352680,Private room in rental unit,Private room,2,1,1,1,23,1,44,4.88,4.93,4.91,4.88
10427,Santa Maria Maior,Lisboa,38.709510,-9.138230,Entire rental unit,Entire home/apt,4,1,1,2,150,3,6,5,5,4.67,5
10428,Santo Antnio,Lisboa,38.718640,-9.154400,Entire rental unit,Entire home/apt,3,1,1,2,50,2,36,4.44,4.61,4.33,4.75
10429,Santo Antnio,Lisboa,38.721830,-9.142310,Entire rental unit,Entire home/apt,2,1,1,1,50,1,62,4.66,4.87,4.76,4.71
10430,Santo Antnio,Lisboa,38.720860,-9.146960,Entire rental unit,Entire home/apt,6,1,2,3,95,1,47,4.77,4.85,4.85,4.96
10431,Estrela,Lisboa,38.708600,-9.154260,Entire rental unit,Entire home/apt,6,1,2,3,99,1,5,4.4,4.6,4.8,4.6
10432,Carvoeira,Mafra,38.951830,-9.410220,Entire residential home,Entire home/apt,6,1,3,3,207,7,1,5,5,5,5
10433,Ericeira,Mafra,38.958890,-9.414590,Private room in rental unit,Private room,2,1,1,3,44,3,25,4.76,4.8,4.72,4.8
10434,So Vicente,Lisboa,38.714520,-9.128930,Entire rental unit,Entire home/apt,3,1,1,2,32,2,10,4,4.3,4.4,4.9
10435,Santa Maria Maior,Lisboa,38.718550,-9.135930,Entire rental unit,Entire home/apt,2,1,0,1,47,3,65,4.74,4.94,4.94,4.28
10436,So Vicente,Lisboa,38.714320,-9.129420,Entire rental unit,Entire home/apt,3,1,1,2,58,1,28,4.43,4.64,4.54,4.68
10437,Avenidas Novas,Lisboa,38.741870,-9.149620,Private room in rental unit,Private room,2,2,1,2,15,1,2,5,5,5,5
10438,Penha de Frana,Lisboa,38.725990,-9.127760,Entire rental unit,Entire home/apt,4,1,2,1,75,1,1,5,5,5,4
10439,Estrela,Lisboa,38.707810,-9.156850,Entire rental unit,Entire home/apt,4,2,2,3,92,2,5,4.67,4,5,5
10440,Santa Maria Maior,Lisboa,38.711670,-9.132860,Entire rental unit,Entire home/apt,2,1,1,1,65,1,14,5,5,4.93,5
10441,Estrela,Lisboa,38.712860,-9.160230,Entire rental unit,Entire home/apt,6,3,3,5,200,3,1,5,5,5,5
10442,Santa Maria Maior,Lisboa,38.718330,-9.135750,Entire rental unit,Entire home/apt,3,1,1,2,63,2,33,4.06,4.12,4.36,3.97
10443,Misericrdia,Lisboa,38.709090,-9.146750,Entire rental unit,Entire home/apt,2,1,1,1,63,2,63,4.79,4.9,4.89,5
10444,Santa Maria Maior,Lisboa,38.712970,-9.127710,Entire rental unit,Entire home/apt,4,1,1,1,78,1,47,4.49,4.53,4.4,4.72
10445,Belm,Lisboa,38.698650,-9.193600,Private room in rental unit,Private room,2,1,1,1,32,2,23,4.39,4.57,4.78,4.83
10446,Misericrdia,Lisboa,38.712810,-9.144380,Entire rental unit,Entire home/apt,6,1,2,5,82,2,40,4.85,4.98,5,4.85
10447,Misericrdia,Lisboa,38.709120,-9.146560,Entire rental unit,Entire home/apt,2,1,1,1,64,2,62,4.84,4.85,4.92,4.92
10448,Parque das Naes,Lisboa,38.773960,-9.097710,Entire rental unit,Entire home/apt,2,1,1,1,157,1,1,5,5,5,5
10449,Santa Maria Maior,Lisboa,38.712590,-9.131590,Entire rental unit,Entire home/apt,6,1,3,5,56,3,49,4.82,4.96,4.84,4.82
10450,Parque das Naes,Lisboa,38.774860,-9.097090,Entire rental unit,Entire home/apt,6,2,3,3,372,1,3,4.67,5,4.33,5
10451,Parque das Naes,Lisboa,38.791900,-9.097780,Entire rental unit,Entire home/apt,4,1,1,3,55,15,4,5,4.75,5,5
10452,Santo Antnio,Lisboa,38.722720,-9.149510,Entire rental unit,Entire home/apt,2,1,1,1,79,3,4,4.5,4.75,4.5,5
10453,Santo Antnio,Lisboa,38.718640,-9.142650,Entire rental unit,Entire home/apt,2,1,0,1,42,1,15,4.47,4.6,4.53,5
10454,Barcarena,Oeiras,38.745220,-9.268320,Entire rental unit,Entire home/apt,3,2,2,2,80,1,3,3.67,4.33,3.33,4.67
10455,Massam e Monte Abrao,Sintra,38.763190,-9.260130,Private room in residential home,Private room,2,1,1,2,25,1,1,1,1,1,1
10456,Arroios,Lisboa,38.719300,-9.133750,Entire rental unit,Entire home/apt,3,1,2,2,50,30,9,4.44,4.89,4.11,4.78
10457,Mafra,Mafra,38.969280,-9.368890,Entire residential home,Entire home/apt,2,1,1,1,51,2,25,4.92,4.88,5,4.64
10458,Cascais e Estoril,Cascais,38.701300,-9.430310,Entire rental unit,Entire home/apt,6,2,2,3,90,2,21,4.81,4.86,5,4.67
10459,Santa Maria Maior,Lisboa,38.713100,-9.137700,Entire rental unit,Entire home/apt,4,1,1,2,97,2,71,4.86,4.85,4.92,5
10460,Misericrdia,Lisboa,38.715280,-9.144510,Entire rental unit,Entire home/apt,6,2,3,5,167,2,8,4.5,4.38,4.5,4.88
10461,Misericrdia,Lisboa,38.715420,-9.145800,Entire rental unit,Entire home/apt,6,2,3,5,118,2,37,4.81,4.7,4.81,4.81
10462,Misericrdia,Lisboa,38.713510,-9.145540,Entire rental unit,Entire home/apt,6,2,3,5,167,2,3,5,5,5,5
10463,Misericrdia,Lisboa,38.713970,-9.144000,Entire rental unit,Entire home/apt,6,2,3,5,118,2,37,4.57,4.51,4.62,4.7
10464,Alvalade,Lisboa,38.745490,-9.135700,Entire rental unit,Entire home/apt,2,1,1,1,60,5,10,4.8,4.9,4.8,4.9
10465,Belm,Lisboa,38.703530,-9.202650,Entire rental unit,Entire home/apt,4,1,1,2,54,2,54,4.67,4.7,4.65,4.57
10466,Misericrdia,Lisboa,38.713840,-9.144080,Entire rental unit,Entire home/apt,6,2,3,5,118,2,5,4.8,4.8,4.8,5
10467,Ericeira,Mafra,38.981870,-9.413800,Entire rental unit,Entire home/apt,4,1,1,2,100,3,10,4.8,5,4.9,4.7
10468,Santa Maria Maior,Lisboa,38.714930,-9.132670,Entire rental unit,Entire home/apt,2,1,0,1,35,1,36,4.69,4.75,4.69,4.58
10469,Santa Maria Maior,Lisboa,38.712120,-9.128770,Entire rental unit,Entire home/apt,2,1,1,1,90,3,6,4.83,4.83,5,4.83
10470,Santa Maria Maior,Lisboa,38.712330,-9.126220,Entire rental unit,Entire home/apt,8,2,4,6,150,3,3,5,5,5,5
10471,Ericeira,Mafra,38.963190,-9.416390,Private room in residential home,Private room,2,1,1,1,55,1,2,3.5,3.5,3.5,5
10472,Alcabideche,Cascais,38.732390,-9.443410,Private room in residential home,Private room,2,1,1,1,120,1,4,4.75,4.75,5,4.75
10473,Santa Maria Maior,Lisboa,38.716300,-9.132700,Entire rental unit,Entire home/apt,4,1,1,2,72,3,11,4.82,4.91,5,4.73
10474,Misericrdia,Lisboa,38.710580,-9.146810,Entire rental unit,Entire home/apt,5,1,3,3,100,1,23,4.65,4.78,4.61,4.91
10475,Santa Maria Maior,Lisboa,38.715610,-9.133920,Entire rental unit,Entire home/apt,2,1,1,1,70,3,46,4.87,4.93,4.89,4.7
10476,Santa Maria Maior,Lisboa,38.715800,-9.133760,Entire rental unit,Entire home/apt,4,1,1,2,71,3,62,4.85,4.84,4.94,4.81
10477,Santa Maria Maior,Lisboa,38.717440,-9.134180,Entire rental unit,Entire home/apt,4,1,1,2,71,3,36,4.92,4.89,4.97,4.72
10478,Santa Maria Maior,Lisboa,38.715510,-9.132450,Entire rental unit,Entire home/apt,2,1,0,1,70,3,55,4.91,4.78,4.95,4.62
10479,Santa Maria Maior,Lisboa,38.717530,-9.134170,Entire rental unit,Entire home/apt,4,1,1,2,70,3,39,4.69,4.72,5,4.56
10480,Santa Maria Maior,Lisboa,38.715890,-9.134350,Entire rental unit,Entire home/apt,4,1,1,1,71,3,37,4.86,4.81,4.95,4.68
10481,Santa Maria Maior,Lisboa,38.716110,-9.133630,Entire rental unit,Entire home/apt,2,1,0,1,70,3,22,4.82,4.82,4.95,4.5
10482,Santa Maria Maior,Lisboa,38.716290,-9.134210,Entire rental unit,Entire home/apt,4,1,1,1,70,3,36,4.75,4.92,4.86,4.61
10483,Santa Maria Maior,Lisboa,38.715870,-9.132790,Entire rental unit,Entire home/apt,4,1,1,2,72,3,19,4.84,4.95,4.84,4.37
10484,Santa Maria Maior,Lisboa,38.715860,-9.134380,Entire rental unit,Entire home/apt,4,1,1,2,71,3,46,4.83,4.98,4.91,4.7
10485,Alcabideche,Cascais,38.731170,-9.443520,Private room in residential home,Private room,2,1,1,2,75,1,3,4.33,3.67,4.67,4
10486,So Domingos de Benfica,Lisboa,38.753700,-9.180340,Entire rental unit,Entire home/apt,7,2,4,6,135,3,1,5,5,5,3
10487,Cascais e Estoril,Cascais,38.700240,-9.420840,Entire residential home,Entire home/apt,6,2,3,4,95,3,5,4,5,3.4,4.8
10488,Misericrdia,Lisboa,38.710820,-9.148610,Private room in rental unit,Private room,2,1,1,1,33,1,11,4.18,4.36,4,4.55
